user_input,action,product,quantity
"I changed my mind about those blender, take 10 out.",add,hat,3
Can you take out 6 lamp?,add,blanket,5
Get rid of 1 backpack from my order.,add,plate,4
"Nix 10 bread, please.",add,pillow,7
Remove 10 scarf from the basket.,add,socks,3
Pop 4 pan into my shopping bag.,remove,pan,1
Throw in 1 shoes for me.,remove,pan,9
Cancel the scarf.,remove,oranges,8
"I changed my mind about those pan, take 3 out.",remove,blender,5
I need 6 more plate.,remove,bread,2
I want the pan gone.,add,t-shirt,0
Forget about the jacket.,remove,pan,1
Can you take out 1 socks?,remove,water,-1
I don’t want the pan anymore.,remove,yogurt,-1
Could you toss 6 hat into the cart?,remove,apples,4
I don’t need 3 shoes anymore.,add,eggs,3
Get rid of 2 bottle from my order.,add,shoes,5
I want the socks gone.,add,yogurt,3
I don’t want the plate anymore.,add,bananas,5
I want the shoes gone.,add,socks,2
I need 1 more sweater.,add,backpack,1
Let’s drop 2 jeans.,add,bread,-1
Let’s drop 1 knife.,add,scarf,4
Can you take out 3 chocolate?,remove,backpack,2
"I changed my mind about those apples, take 1 out.",add,milk,3
Drop the sweater completely.,remove,backpack,4
Please pull out 5 blender.,add,jacket,2
Let’s add 10 sweater to the basket.,add,jacket,7
"I changed my mind about those knife, take 4 out.",remove,milk,7
Wipe out the bananas.,remove,cheese,7
Can you take out 10 bottle?,remove,pan,4
Scratch the pan.,remove,eggs,-1
Eliminate the plate from my cart.,add,bread,4
Let’s drop 6 milk.,remove,scarf,3
I want the bread gone.,add,chocolate,3
Include 1 pillow with my order.,add,yogurt,7
Include 10 jeans with my order.,remove,scarf,3
Throw in 2 socks for me.,add,backpack,1
I need 3 more lamp.,remove,blender,5
Get rid of 10 apples from my order.,add,mug,0
"Nix 6 bread, please.",remove,lamp,3
Drop the milk completely.,add,pillow,2
Get rid of 10 hat from my order.,add,pillow,5
"I changed my mind about those bananas, take 4 out.",remove,eggs,1
Let’s drop 4 jacket.,add,hat,9
"I changed my mind about those oranges, take 5 out.",remove,yogurt,-5
Get rid of 1 water from my order.,remove,knife,-2
"Nix 3 knife, please.",remove,bottle,5
Remove 4 cheese from the basket.,remove,plate,-1
Cancel the cheese.,add,bottle,2
Let’s drop 4 eggs.,remove,hat,11
Remove 1 yogurt from the basket.,add,chocolate,8
Could you toss 3 knife into the cart?,remove,eggs,2
Can you take out 4 apples?,remove,bottle,5
Remove 6 apples from the basket.,remove,bananas,0
Let’s drop 4 milk.,remove,sweater,1
"Nix 5 toaster, please.",add,pan,4
I'd like to get 3 bread.,remove,scarf,3
I'd like to get 1 apples.,remove,cheese,2
Include 5 cheese with my order.,add,bread,4
I don’t want the milk anymore.,remove,socks,0
Eliminate the oranges from my cart.,remove,chocolate,3
Could you toss 10 apples into the cart?,remove,bananas,5
Throw in 3 jeans for me.,remove,jeans,4
Can you take out 10 eggs?,add,bread,8
Forget about the socks.,add,yogurt,1
Include 5 cheese with my order.,remove,jacket,6
Please pull out 3 sweater.,add,oranges,5
I don’t need 3 eggs anymore.,add,sweater,5
Can you take out 1 bananas?,remove,eggs,0
"I changed my mind about those toaster, take 5 out.",remove,pan,0
I'd like to get 4 toaster.,remove,mug,-2
Pop 1 pan into my shopping bag.,add,sweater,4
"Grab me 6 backpack, please.",add,bread,2
Include 1 shoes with my order.,add,bread,1
Let’s add 10 pillow to the basket.,add,backpack,1
Forget about the milk.,remove,blanket,3
Let’s add 3 bananas to the basket.,remove,oranges,6
"I changed my mind about those pan, take 10 out.",add,plate,3
Drop the water completely.,add,mug,-3
Include 1 blanket with my order.,remove,cheese,0
Pop 1 bottle into my shopping bag.,remove,sweater,6
I want the shorts gone.,remove,cheese,2
I need 6 more shoes.,remove,bananas,1
I'd like to get 6 backpack.,remove,water,5
"Grab me 5 scarf, please.",add,blanket,4
Could you toss 3 oranges into the cart?,add,shorts,4
I'd like to get 6 backpack.,remove,oranges,2
Get rid of 4 blanket from my order.,remove,yogurt,7
Wipe out the shorts.,add,knife,7
Can you take out 3 mug?,add,pillow,3
Please pull out 1 hat.,remove,chocolate,3
Let’s drop 6 hat.,remove,backpack,3
"I changed my mind about those pan, take 3 out.",remove,socks,2
"Nix 3 knife, please.",add,pan,6
Drop the milk completely.,remove,bananas,2
I don’t want the yogurt anymore.,remove,backpack,3
Could you toss 3 knife into the cart?,add,lamp,2
Can you take out 10 shorts?,remove,jacket,9
I want the shoes gone.,add,bread,2
Eliminate the pan from my cart.,remove,chocolate,4
I don’t want the jacket anymore.,remove,yogurt,5
I don’t need 2 eggs anymore.,add,bananas,4
I need 2 more scarf.,remove,socks,2
Get rid of 5 yogurt from my order.,add,hat,1
I don’t need 2 eggs anymore.,remove,plate,2
Let’s add 10 hat to the basket.,remove,milk,6
Please pull out 1 scarf.,add,plate,1
Include 1 jacket with my order.,remove,bottle,0
I don’t need 3 cheese anymore.,add,chocolate,4
"Nix 2 blender, please.",remove,sweater,-3
Pop 6 milk into my shopping bag.,add,backpack,4
Throw in 2 eggs for me.,add,jacket,5
Can you take out 10 eggs?,remove,socks,4
I don’t need 5 milk anymore.,remove,bottle,4
Please pull out 3 sweater.,add,sweater,5
Let’s add 1 bananas to the basket.,add,mug,2
"Nix 2 blender, please.",remove,oranges,-1
Remove 10 toaster from the basket.,add,chocolate,5
I'd like to get 4 eggs.,remove,hat,2
I'd like to get 4 pillow.,remove,apples,6
Pop 1 knife into my shopping bag.,add,bread,-1
Drop the socks completely.,add,scarf,4
Drop the cheese completely.,add,hat,3
I don’t need 10 milk anymore.,add,milk,1
Wipe out the plate.,add,cheese,4
I want the bananas gone.,remove,knife,5
Could you toss 3 mug into the cart?,remove,chocolate,2
Get rid of 10 bottle from my order.,remove,yogurt,1
Include 4 bananas with my order.,remove,sweater,12
Remove 10 water from the basket.,remove,apples,10
Get rid of 1 eggs from my order.,remove,knife,6
Forget about the oranges.,remove,cheese,4
Remove 6 jacket from the basket.,remove,jeans,-1
Can you take out 5 bottle?,add,bananas,4
I don’t need 1 backpack anymore.,remove,jeans,7
Could you toss 6 shoes into the cart?,remove,knife,1
Remove 1 yogurt from the basket.,add,blender,1
I need 4 more socks.,add,jacket,6
I don’t need 10 sweater anymore.,remove,milk,2
Get rid of 4 scarf from my order.,add,bread,3
Cancel the bottle.,remove,hat,1
Can you take out 6 blender?,add,bananas,0
Could you toss 3 mug into the cart?,add,pan,3
Please pull out 5 oranges.,add,toaster,5
"Nix 4 blanket, please.",add,knife,5
Let’s drop 10 plate.,remove,bread,-2
"I changed my mind about those chocolate, take 6 out.",remove,scarf,-1
Could you toss 6 hat into the cart?,add,jacket,3
Throw in 2 knife for me.,add,toaster,5
Please pull out 10 blender.,add,scarf,5
Can you take out 1 jacket?,remove,sweater,8
Could you toss 1 shorts into the cart?,remove,pillow,7
I'd like to get 4 water.,add,jeans,1
Could you toss 1 bread into the cart?,add,mug,3
Drop the jeans completely.,add,scarf,4
Please pull out 4 apples.,remove,toaster,3
Forget about the water.,remove,shorts,2
"Grab me 5 oranges, please.",remove,t-shirt,3
Throw in 2 scarf for me.,remove,milk,-2
"I changed my mind about those bananas, take 3 out.",add,water,-1
Include 2 backpack with my order.,add,milk,4
Remove 6 oranges from the basket.,add,pillow,1
Let’s drop 6 milk.,add,shorts,1
I don’t need 6 bottle anymore.,remove,pillow,3
Pop 3 water into my shopping bag.,remove,apples,0
"Grab me 5 shoes, please.",remove,yogurt,4
Include 1 jacket with my order.,add,knife,3
Include 10 scarf with my order.,remove,blanket,3
Drop the pillow completely.,remove,cheese,2
"I changed my mind about those jacket, take 10 out.",add,scarf,2
Can you take out 10 bottle?,remove,toaster,0
Drop the t-shirt completely.,add,jacket,9
Remove 10 water from the basket.,add,shoes,0
I want the shorts gone.,add,apples,5
Remove 1 shorts from the basket.,remove,apples,-1
Please pull out 3 pillow.,add,shorts,4
Let’s drop 4 knife.,remove,bread,-2
Forget about the blender.,add,sweater,9
"I changed my mind about those yogurt, take 3 out.",remove,blanket,5
Please pull out 4 backpack.,remove,blanket,7
I'd like to get 3 bread.,add,oranges,7
Throw in 1 shorts for me.,add,blanket,5
"I changed my mind about those socks, take 4 out.",remove,socks,2
"Nix 4 toaster, please.",add,bananas,1
I need 10 more toaster.,add,knife,5
"I changed my mind about those eggs, take 6 out.",add,knife,-5
I don’t need 6 bottle anymore.,remove,blanket,5
"I changed my mind about those jeans, take 1 out.",remove,bottle,6
Throw in 1 knife for me.,remove,mug,1
I don’t need 2 blender anymore.,remove,t-shirt,0
"I changed my mind about those backpack, take 1 out.",add,lamp,6
Get rid of 4 sweater from my order.,remove,apples,2
Could you toss 1 blanket into the cart?,remove,oranges,3
Pop 10 apples into my shopping bag.,add,blender,3
Wipe out the cheese.,add,water,7
Scratch the blender.,add,apples,6
I don’t need 10 sweater anymore.,add,bottle,1
"Nix 4 blanket, please.",add,socks,-2
Get rid of 4 sweater from my order.,remove,pan,6
Forget about the knife.,add,plate,2
Can you take out 6 lamp?,remove,mug,4
"Grab me 5 oranges, please.",remove,socks,5
Please pull out 10 toaster.,remove,sweater,4
Get rid of 5 toaster from my order.,add,bread,2
Cancel the bread.,add,mug,4
"Nix 4 sweater, please.",add,apples,6
Include 2 yogurt with my order.,add,yogurt,6
"Grab me 5 water, please.",add,bread,4
Pop 5 water into my shopping bag.,add,t-shirt,7
Could you toss 4 lamp into the cart?,remove,jeans,-2
Let’s add 5 toaster to the basket.,remove,sweater,1
"Grab me 1 blender, please.",remove,backpack,0
Can you take out 1 bread?,remove,cheese,2
Let’s add 10 sweater to the basket.,remove,blender,5
Please pull out 2 socks.,add,scarf,-1
Get rid of 3 plate from my order.,add,sweater,4
Pop 1 cheese into my shopping bag.,remove,hat,0
Forget about the water.,remove,milk,0
I'd like to get 4 pillow.,remove,sweater,4
Eliminate the backpack from my cart.,remove,water,0
Forget about the hat.,remove,lamp,7
Cancel the bottle.,add,cheese,5
Pop 1 knife into my shopping bag.,remove,socks,3
Get rid of 2 cheese from my order.,add,oranges,3
Can you take out 10 shorts?,add,blanket,-1
Cancel the sweater.,add,lamp,7
Could you toss 6 blanket into the cart?,add,knife,3
Throw in 5 scarf for me.,add,jeans,3
"I changed my mind about those plate, take 1 out.",add,pillow,2
Eliminate the mug from my cart.,add,blender,6
Forget about the knife.,add,yogurt,4
Scratch the scarf.,remove,pan,1
Could you toss 3 mug into the cart?,add,chocolate,5
I want the mug gone.,add,plate,5
Let’s drop 10 bananas.,remove,eggs,7
Drop the scarf completely.,add,mug,-2
Include 2 socks with my order.,add,toaster,6
"Nix 2 bottle, please.",remove,jacket,3
"Nix 6 backpack, please.",add,apples,1
I need 6 more toaster.,add,blanket,4
I'd like to get 6 bottle.,add,jeans,5
I'd like to get 2 sweater.,add,water,8
Remove 10 socks from the basket.,remove,cheese,4
Could you toss 10 sweater into the cart?,remove,milk,1
I don’t want the knife anymore.,remove,eggs,3
Let’s drop 1 milk.,remove,apples,9
Please pull out 2 t-shirt.,remove,oranges,8
"I changed my mind about those oranges, take 5 out.",add,chocolate,0
Throw in 4 bottle for me.,add,blender,4
Get rid of 1 blanket from my order.,add,milk,4
Please pull out 5 jeans.,remove,blanket,6
I'd like to get 4 pillow.,add,bananas,2
"Grab me 10 pan, please.",remove,hat,-1
I need 5 more apples.,add,jacket,3
I don’t want the backpack anymore.,remove,scarf,6
Let’s drop 3 cheese.,remove,bottle,7
Wipe out the backpack.,remove,yogurt,8
"Nix 3 sweater, please.",remove,chocolate,2
Let’s add 6 lamp to the basket.,remove,yogurt,5
Include 1 sweater with my order.,remove,t-shirt,1
Please pull out 3 apples.,remove,cheese,1
"Nix 4 mug, please.",add,pan,0
Can you take out 1 bananas?,remove,shoes,3
Get rid of 10 knife from my order.,add,bread,0
Let’s drop 2 bread.,add,mug,6
Remove 1 pan from the basket.,remove,plate,2
"I changed my mind about those oranges, take 5 out.",remove,lamp,-2
Eliminate the cheese from my cart.,remove,oranges,5
Pop 1 hat into my shopping bag.,remove,socks,2
Let’s drop 2 bread.,add,hat,5
Get rid of 3 bottle from my order.,remove,shorts,3
"Nix 10 mug, please.",add,blender,7
"Nix 10 cheese, please.",remove,blender,4
"I changed my mind about those plate, take 3 out.",add,pillow,-1
Remove 5 jacket from the basket.,remove,knife,3
Include 10 jeans with my order.,add,chocolate,3
"I changed my mind about those shoes, take 5 out.",remove,socks,3
Let’s add 10 pillow to the basket.,add,blender,4
I don’t need 5 blanket anymore.,add,eggs,-1
I want the blender gone.,add,blender,-2
Throw in 3 knife for me.,add,lamp,0
Throw in 5 pan for me.,remove,blender,3
Could you toss 1 blender into the cart?,remove,shorts,4
Let’s drop 1 blender.,add,knife,-4
Can you take out 6 blender?,remove,bananas,5
"Nix 10 eggs, please.",remove,scarf,3
Drop the oranges completely.,add,sweater,-2
Pop 3 milk into my shopping bag.,remove,bread,3
Can you take out 4 blender?,remove,cheese,-3
Please pull out 1 toaster.,remove,water,1
I don’t need 10 blanket anymore.,remove,oranges,2
"Nix 10 bread, please.",remove,scarf,4
Can you take out 4 apples?,add,shorts,5
Remove 6 apples from the basket.,remove,oranges,5
Could you toss 6 backpack into the cart?,remove,jacket,3
Pop 4 pan into my shopping bag.,add,apples,8
Drop the chocolate completely.,remove,eggs,3
Let’s drop 4 jacket.,add,yogurt,-1
Throw in 5 chocolate for me.,add,plate,4
Get rid of 2 bananas from my order.,remove,scarf,6
Could you toss 3 mug into the cart?,remove,shoes,3
Throw in 1 shoes for me.,add,backpack,3
Include 1 shoes with my order.,remove,plate,-1
Forget about the jacket.,remove,oranges,4
Let’s drop 10 plate.,add,socks,1
Please pull out 1 hat.,add,bottle,2
Could you toss 6 jacket into the cart?,remove,jeans,8
Could you toss 4 bottle into the cart?,add,plate,11
I need 6 more apples.,remove,oranges,0
Include 2 backpack with my order.,add,mug,5
I need 3 more backpack.,add,t-shirt,1
Can you take out 4 yogurt?,remove,chocolate,-1
Throw in 4 lamp for me.,remove,milk,3
I'd like to get 4 cheese.,add,lamp,-1
Please pull out 6 shoes.,remove,water,4
Pop 3 water into my shopping bag.,remove,mug,2
Remove 2 sweater from the basket.,add,knife,0
Pop 4 pan into my shopping bag.,remove,apples,5
Remove 3 socks from the basket.,remove,milk,5
Include 5 pillow with my order.,add,bottle,2
Cancel the lamp.,add,water,9
Cancel the blanket.,remove,lamp,1
Throw in 6 pillow for me.,remove,socks,7
Let’s drop 10 blender.,add,bread,-2
"Grab me 3 socks, please.",remove,shorts,5
Can you take out 6 bananas?,add,toaster,4
Please pull out 6 chocolate.,add,blender,0
Drop the eggs completely.,remove,yogurt,0
Remove 1 plate from the basket.,add,cheese,0
Drop the socks completely.,add,shorts,6
I don’t need 2 blender anymore.,add,socks,3
"I changed my mind about those apples, take 1 out.",remove,oranges,1
Get rid of 10 toaster from my order.,add,pillow,4
Please pull out 2 pan.,add,sweater,1
Throw in 10 jacket for me.,remove,bread,5
Let’s add 2 yogurt to the basket.,add,socks,9
I'd like to get 1 backpack.,add,oranges,3
I need 6 more plate.,add,pan,4
"I changed my mind about those socks, take 3 out.",remove,eggs,4
Throw in 2 eggs for me.,remove,hat,7
"I changed my mind about those apples, take 1 out.",add,scarf,8
Throw in 2 backpack for me.,add,shoes,4
Remove 6 milk from the basket.,add,cheese,2
Can you take out 2 scarf?,remove,milk,6
"I changed my mind about those jacket, take 10 out.",add,shorts,6
I want the shorts gone.,remove,pan,1
Forget about the t-shirt.,add,knife,2
Let’s drop 4 eggs.,remove,shorts,2
Please pull out 1 bread.,add,lamp,3
Could you toss 4 bottle into the cart?,remove,oranges,1
I don’t want the pan anymore.,add,lamp,-1
Let’s add 1 bananas to the basket.,remove,knife,4
I don’t want the knife anymore.,remove,cheese,7
I don’t want the shorts anymore.,remove,water,3
Can you take out 4 apples?,add,scarf,2
"I changed my mind about those pan, take 10 out.",remove,sweater,0
Drop the jeans completely.,add,toaster,0
Please pull out 1 hat.,remove,toaster,4
Include 3 water with my order.,add,sweater,3
I need 2 more bottle.,remove,pan,6
Can you take out 2 bread?,remove,lamp,0
Could you toss 5 pillow into the cart?,remove,bread,4
Throw in 3 sweater for me.,add,jacket,-1
"Nix 2 pan, please.",add,shoes,6
Let’s drop 1 bananas.,remove,blender,6
Get rid of 5 jacket from my order.,add,pillow,2
Could you toss 1 apples into the cart?,add,mug,4
I'd like to get 4 bottle.,add,milk,2
Let’s add 6 bananas to the basket.,remove,cheese,6
I don’t need 1 knife anymore.,add,bread,1
Get rid of 5 hat from my order.,add,blanket,1
Can you take out 1 socks?,add,pillow,5
Eliminate the eggs from my cart.,add,yogurt,1
Throw in 6 pillow for me.,add,bottle,5
Let’s add 10 jeans to the basket.,remove,lamp,5
Remove 2 mug from the basket.,add,water,-1
I'd like to get 4 toaster.,add,socks,3
I want the shoes gone.,remove,pillow,2
Drop the bread completely.,add,socks,4
"Grab me 10 pan, please.",add,plate,6
I don’t need 4 eggs anymore.,remove,toaster,5
I don’t want the backpack anymore.,remove,sweater,-2
Can you take out 1 lamp?,add,water,1
Pop 1 bottle into my shopping bag.,add,lamp,3
"I changed my mind about those shorts, take 3 out.",add,chocolate,4
Remove 2 apples from the basket.,add,pan,7
I'd like to get 4 water.,add,jeans,2
I don’t want the chocolate anymore.,add,knife,3
Let’s add 1 bread to the basket.,remove,oranges,5
