user_input,action,product,quantity
I don't need 10 onion anymore.,remove,onion,10
Could you toss 9 desk into the cart?,add,desk,9
Get rid of 10 knife from my order.,remove,knife,10
"Nix 10 watch, please.",remove,watch,10
Delete 6 grapes from the cart.,remove,grapes,6
"Grab me 10 tomato, please.",add,tomato,10
I'd like to get 5 jacket.,add,jacket,5
Remove 5 table from the basket.,remove,table,5
Take out the belt.,remove,belt,1
"I changed my mind about those tea, take 10 out.",remove,tea,10
I want to buy 1 rice.,add,rice,1
Cancel 7 beanie.,remove,beanie,7
Pop 10 jacket into my shopping bag.,add,jacket,10
I'd like to get 5 peas.,add,peas,5
Could you toss 8 pretzels into the cart?,add,pretzels,8
Make that 10 ring.,add,ring,10
Put 6 lighter in my cart.,add,lighter,6
I want to buy 2 peas.,add,peas,2
Please add 4 t-shirt.,add,t-shirt,4
Make that 4 pepper.,add,pepper,4
I'd like to get 6 potato.,add,potato,6
Get rid of 2 desk from my order.,remove,desk,2
Delete 8 toothbrush from the cart.,remove,toothbrush,8
Could you toss 8 cauliflower into the cart?,add,cauliflower,8
Take out the socks.,remove,socks,1
"I changed my mind about those dress, take 10 out.",remove,dress,10
Could you toss 10 blender into the cart?,add,blender,10
Could you toss 6 vest into the cart?,add,vest,6
"Nix 3 ring, please.",remove,ring,3
Take 7 jam off my list.,remove,jam,7
Cancel 4 toothbrush.,remove,toothbrush,4
"Nix 6 bucket, please.",remove,bucket,6
I need 9 blind added.,add,blind,9
Let’s add 10 hat to the basket.,add,hat,10
Give me 2 apples.,add,apples,2
"Nix 5 napkin, please.",remove,napkin,5
Make that 5 lotion.,add,lotion,5
Can you take out 3 robe?,remove,robe,3
Could you toss 6 skillet into the cart?,add,skillet,6
I need 10 more cheese.,add,cheese,10
Take 8 pepper off my list.,remove,pepper,8
Eliminate the cap from my cart.,remove,cap,1
I'd like to get 8 bracelet.,add,bracelet,8
Pop 9 apples into my shopping bag.,add,apples,9
"Grab me 10 bracelet, please.",add,bracelet,10
Give me 5 tissue.,add,tissue,5
I don't need 2 oil anymore.,remove,oil,2
Throw in 5 glasses for me.,add,glasses,5
Let’s add 6 umbrella to the basket.,add,umbrella,6
"Grab me 4 paper, please.",add,paper,4
Delete 1 cheese from the cart.,remove,cheese,1
I want to buy 6 cup.,add,cup,6
Remove 7 tuna from the basket.,remove,tuna,7
Get rid of 2 pan from my order.,remove,pan,2
Pop 9 pitcher into my shopping bag.,add,pitcher,9
Can you take out 8 pajamas?,remove,pajamas,8
Remove 2 socks from the basket.,remove,socks,2
Take 2 glasses off my list.,remove,glasses,2
"Grab me 2 robe, please.",add,robe,2
I want to buy 10 shelf.,add,shelf,10
Put 6 lemonade in my cart.,add,lemonade,6
Take 9 lotion off my list.,remove,lotion,9
Eliminate the slippers from my cart.,remove,slippers,1
Please add 7 crackers.,add,crackers,7
Remove the plate.,remove,plate,1
Could you toss 5 mug into the cart?,add,mug,5
"Nix 7 match, please.",remove,match,7
Include 2 salmon with my order.,add,salmon,2
Take out the desk.,remove,desk,1
Delete 6 leggings from the cart.,remove,leggings,6
I need 8 towel added.,add,towel,8
I want to buy 7 robe.,add,robe,7
I'd like to get 2 pillowcase.,add,pillowcase,2
I'd like to get 7 paper.,add,paper,7
Can you take out 10 table?,remove,table,10
"Nix 2 scarf, please.",remove,scarf,2
Remove 3 nuts.,remove,nuts,3
Add 6 trousers to the list.,add,trousers,6
"Nix 4 fish, please.",remove,fish,4
I'd like to get 1 umbrella.,add,umbrella,1
I don't need 8 trousers anymore.,remove,trousers,8
Throw in 7 shampoo for me.,add,shampoo,7
I need 3 lighter added.,add,lighter,3
"Grab me 8 juice, please.",add,juice,8
Put 7 broom in my cart.,add,broom,7
I don't need 8 socks anymore.,remove,socks,8
Please add 10 potato.,add,potato,10
Delete 9 lamp from the cart.,remove,lamp,9
Please add 6 scarf.,add,scarf,6
I don't need 8 toaster anymore.,remove,toaster,8
Take out the glass.,remove,glass,1
Remove 5 coat.,remove,coat,5
Please pull out 7 socks.,remove,socks,7
Could you toss 5 pillow into the cart?,add,pillow,5
Let’s drop 5 apples.,remove,apples,5
Give me 2 bucket.,add,bucket,2
Give me 3 cap.,add,cap,3
Make that 7 skillet.,add,skillet,7
Take out the cap.,remove,cap,1
"Grab me 1 vinegar, please.",add,vinegar,1
Take 5 earring off my list.,remove,earring,5
Drop 9 milk.,remove,milk,9
Remove 6 knife.,remove,knife,6
Take 1 earring off my list.,remove,earring,1
Put 8 napkin in my cart.,add,napkin,8
Remove 6 lime.,remove,lime,6
Add 5 bread to the list.,add,bread,5
Cancel 2 tuna.,remove,tuna,2
Could you toss 9 bracelet into the cart?,add,bracelet,9
Throw in 4 bracelet for me.,add,bracelet,4
Make that 10 cauliflower.,add,cauliflower,10
Include 5 vinegar with my order.,add,vinegar,5
"I changed my mind about those towel, take 3 out.",remove,towel,3
Add 2 watch to the list.,add,watch,2
I don’t want the oatmeal anymore.,remove,oatmeal,1
I'd like to get 2 shampoo.,add,shampoo,2
Add 1 handbag to the list.,add,handbag,1
Could you toss 2 blazer into the cart?,add,blazer,2
Could you toss 4 knife into the cart?,add,knife,4
Give me 9 juice.,add,juice,9
Let’s add 4 watch to the basket.,add,watch,4
"I changed my mind about those jacket, take 5 out.",remove,jacket,5
Please pull out 5 gown.,remove,gown,5
Throw in 10 suit for me.,add,suit,10
I'd like to get 7 chips.,add,chips,7
Add 10 bananas to the list.,add,bananas,10
Please pull out 1 match.,remove,match,1
Include 4 tissue with my order.,add,tissue,4
Put 5 oatmeal in my cart.,add,oatmeal,5
Pop 10 towel into my shopping bag.,add,towel,10
Please pull out 2 shorts.,remove,shorts,2
Remove 6 salt.,remove,salt,6
Put 7 duvet in my cart.,add,duvet,7
I don't need 10 lotion anymore.,remove,lotion,10
I need 8 cup added.,add,cup,8
Get rid of 8 gown from my order.,remove,gown,8
"Grab me 3 tea, please.",add,tea,3
"Grab me 8 napkin, please.",add,napkin,8
Throw in 3 mittens for me.,add,mittens,3
"Grab me 6 rug, please.",add,rug,6
Cancel 3 oatmeal.,remove,oatmeal,3
"I changed my mind about those sugar, take 8 out.",remove,sugar,8
Give me 3 bread.,add,bread,3
Get rid of 3 cup from my order.,remove,cup,3
Put 6 towel in my cart.,add,towel,6
Drop 6 robe.,remove,robe,6
Throw in 5 bottle for me.,add,bottle,5
"I changed my mind about those sponge, take 6 out.",remove,sponge,6
Could you toss 5 chicken into the cart?,add,chicken,5
Please add 4 glass.,add,glass,4
Add 2 cookies to the list.,add,cookies,2
"Nix 6 blender, please.",remove,blender,6
Let’s add 6 towel to the basket.,add,towel,6
Could you toss 8 sunglasses into the cart?,add,sunglasses,8
Put 2 sweater in my cart.,add,sweater,2
"Nix 8 blanket, please.",remove,blanket,8
I don't need 4 potato anymore.,remove,potato,4
Include 8 oil with my order.,add,oil,8
Put 2 pillow in my cart.,add,pillow,2
Drop 7 cauliflower.,remove,cauliflower,7
Let’s add 10 onion to the basket.,add,onion,10
Forget about the toaster.,remove,toaster,1
"Grab me 8 lighter, please.",add,lighter,8
Get rid of 6 wine from my order.,remove,wine,6
Please pull out 3 cap.,remove,cap,3
Make that 8 chips.,add,chips,8
Add 8 pillowcase to the list.,add,pillowcase,8
Forget about the backpack.,remove,backpack,1
Drop 1 chips.,remove,chips,1
Throw in 7 cucumber for me.,add,cucumber,7
Give me 2 onion.,add,onion,2
Throw in 3 yogurt for me.,add,yogurt,3
I need 9 bulb added.,add,bulb,9
Drop 6 paper.,remove,paper,6
Drop 8 gloves.,remove,gloves,8
Please add 2 pork.,add,pork,2
Let’s add 5 toothbrush to the basket.,add,toothbrush,5
Cancel 1 mat.,remove,mat,1
Let’s add 10 cereal to the basket.,add,cereal,10
Cancel 8 bracelet.,remove,bracelet,8
Put 8 cheese in my cart.,add,cheese,8
I'd like to get 8 wine.,add,wine,8
I need 7 belt added.,add,belt,7
"I changed my mind about those lotion, take 7 out.",remove,lotion,7
I don’t want the raincoat anymore.,remove,raincoat,1
I need 5 candle added.,add,candle,5
I don't need 10 lettuce anymore.,remove,lettuce,10
Let’s add 2 candy to the basket.,add,candy,2
I'd like to get 7 sugar.,add,sugar,7
Make that 1 battery.,add,battery,1
Remove 4 tomato.,remove,tomato,4
Get rid of the juice.,remove,juice,1
"Grab me 9 skirt, please.",add,skirt,9
Drop 7 dress.,remove,dress,7
Please add 10 sponge.,add,sponge,10
I want to buy 7 sugar.,add,sugar,7
Put 10 water in my cart.,add,water,10
I'd like to get 5 purse.,add,purse,5
Let’s add 7 umbrella to the basket.,add,umbrella,7
Please add 2 mug.,add,mug,2
Include 6 pajamas with my order.,add,pajamas,6
Give me 8 candle.,add,candle,8
Could you toss 5 bananas into the cart?,add,bananas,5
Could you toss 3 juice into the cart?,add,juice,3
Let’s add 1 coat to the basket.,add,coat,1
Throw in 8 jeans for me.,add,jeans,8
Give me 7 beans.,add,beans,7
Let’s add 10 pillow to the basket.,add,pillow,10
I need 3 rice added.,add,rice,3
Throw in 3 sneakers for me.,add,sneakers,3
I need 10 carrots added.,add,carrots,10
I want the sneakers gone.,remove,sneakers,1
"Grab me 3 heels, please.",add,heels,3
I want to buy 5 sandals.,add,sandals,5
Include 9 peas with my order.,add,peas,9
Let’s add 5 earring to the basket.,add,earring,5
Could you toss 9 fish into the cart?,add,fish,9
Get rid of the duvet.,remove,duvet,1
Make that 1 conditioner.,add,conditioner,1
Get rid of 4 tea from my order.,remove,tea,4
Get rid of the noodles.,remove,noodles,1
Remove the cauliflower.,remove,cauliflower,1
"Nix 6 mug, please.",remove,mug,6
Include 1 sweater with my order.,add,sweater,1
Throw in 3 cream for me.,add,cream,3
Remove 9 grapes.,remove,grapes,9
Could you toss 8 cookies into the cart?,add,cookies,8
Pop 3 pot into my shopping bag.,add,pot,3
I'd like to get 9 spaghetti.,add,spaghetti,9
Let’s add 5 table to the basket.,add,table,5
Add 1 onion to the list.,add,onion,1
Drop 7 pot.,remove,pot,7
Get rid of the oatmeal.,remove,oatmeal,1
I don’t want the fork anymore.,remove,fork,1
Get rid of 2 plate from my order.,remove,plate,2
Get rid of 1 eggs from my order.,remove,eggs,1
Include 7 ginger with my order.,add,ginger,7
"I changed my mind about those blind, take 10 out.",remove,blind,10
Remove 6 dress from the basket.,remove,dress,6
Remove 10 yogurt from the basket.,remove,yogurt,10
Forget about the pillow.,remove,pillow,1
Drop the chair completely.,remove,chair,1
"Nix 4 mirror, please.",remove,mirror,4
Eliminate the peas from my cart.,remove,peas,1
Put 10 blind in my cart.,add,blind,10
Include 2 yogurt with my order.,add,yogurt,2
I don't need 1 mug anymore.,remove,mug,1
"Grab me 10 ginger, please.",add,ginger,10
Pop 7 beanie into my shopping bag.,add,beanie,7
Throw in 1 shoes for me.,add,shoes,1
I'd like to get 6 bottle.,add,bottle,6
Can you take out 9 butter?,remove,butter,9
Put 3 corn in my cart.,add,corn,3
Make that 8 fork.,add,fork,8
Remove 10 toaster from the basket.,remove,toaster,10
Can you take out 2 conditioner?,remove,conditioner,2
I'd like to get 6 honey.,add,honey,6
Take out the honey.,remove,honey,1
"Nix 10 soda, please.",remove,soda,10
Please pull out 9 sofa.,remove,sofa,9
I want to buy 3 chips.,add,chips,3
Cancel 6 lemonade.,remove,lemonade,6
I want to buy 10 brush.,add,brush,10
Let’s add 1 tuna to the basket.,add,tuna,1
Please add 9 bracelet.,add,bracelet,9
Remove 2 t-shirt.,remove,t-shirt,2
Throw in 3 jacket for me.,add,jacket,3
Add 9 bulb to the list.,add,bulb,9
I need 1 more shorts.,add,shorts,1
Throw in 7 blazer for me.,add,blazer,7
Give me 6 salt.,add,salt,6
Drop the ginger completely.,remove,ginger,1
Remove 8 blanket from the basket.,remove,blanket,8
I don't need 4 shirt anymore.,remove,shirt,4
Make that 8 paper.,add,paper,8
Drop 7 spoon.,remove,spoon,7
Remove 5 rice from the basket.,remove,rice,5
I want to buy 4 brush.,add,brush,4
Include 6 cap with my order.,add,cap,6
I don’t want the watch anymore.,remove,watch,1
Include 10 cookies with my order.,add,cookies,10
Pop 1 shirt into my shopping bag.,add,shirt,1
Throw in 6 lighter for me.,add,lighter,6
Add 10 mirror to the list.,add,mirror,10
"Grab me 6 conditioner, please.",add,conditioner,6
Get rid of 10 hat from my order.,remove,hat,10
Get rid of 10 belt from my order.,remove,belt,10
Could you toss 2 flour into the cart?,add,flour,2
Let’s add 7 slippers to the basket.,add,slippers,7
Get rid of 6 flour from my order.,remove,flour,6
Cancel 3 shoes.,remove,shoes,3
Give me 7 earring.,add,earring,7
Give me 5 plate.,add,plate,5
"I changed my mind about those mop, take 3 out.",remove,mop,3
Remove 10 ginger.,remove,ginger,10
Can you take out 3 eggs?,remove,eggs,3
Let’s add 7 clock to the basket.,add,clock,7
Take 1 gown off my list.,remove,gown,1
I need 10 more scarf.,add,scarf,10
I want to buy 4 trousers.,add,trousers,4
Please add 1 beans.,add,beans,1
Remove 1 toothpaste.,remove,toothpaste,1
Remove 5 knife.,remove,knife,5
Please pull out 3 sweater.,remove,sweater,3
Take 6 bracelet off my list.,remove,bracelet,6
Take 7 heater off my list.,remove,heater,7
Drop 7 table.,remove,table,7
Let’s add 9 spinach to the basket.,add,spinach,9
Throw in 9 knife for me.,add,knife,9
Take out the dress.,remove,dress,1
"Nix 3 cheese, please.",remove,cheese,3
Let’s drop 4 hat.,remove,hat,4
Put 8 clock in my cart.,add,clock,8
I need 7 lemon added.,add,lemon,7
Include 1 candle with my order.,add,candle,1
I don’t want the pillowcase anymore.,remove,pillowcase,1
I'd like to get 9 cap.,add,cap,9
Take 6 suitcase off my list.,remove,suitcase,6
Get rid of 5 beanie from my order.,remove,beanie,5
Put 8 spinach in my cart.,add,spinach,8
Delete 4 peas from the cart.,remove,peas,4
Throw in 9 chair for me.,add,chair,9
Delete 2 nuts from the cart.,remove,nuts,2
Add 7 wallet to the list.,add,wallet,7
Give me 3 beer.,add,beer,3
Remove 1 pasta from the basket.,remove,pasta,1
I don’t want the paper anymore.,remove,paper,1
Wipe out the backpack.,remove,backpack,1
Take 5 plate off my list.,remove,plate,5
"Nix 6 pot, please.",remove,pot,6
Wipe out the drawer.,remove,drawer,1
Take 5 fork off my list.,remove,fork,5
I'd like to get 6 lemonade.,add,lemonade,6
Remove 1 duvet from the basket.,remove,duvet,1
Pop 9 beanie into my shopping bag.,add,beanie,9
Drop the mat completely.,remove,mat,1
Drop the couch completely.,remove,couch,1
I'd like to get 8 suit.,add,suit,8
Add 6 floss to the list.,add,floss,6
Pop 8 scarf into my shopping bag.,add,scarf,8
Remove 3 lotion from the basket.,remove,lotion,3
Throw in 5 clock for me.,add,clock,5
Make that 9 steak.,add,steak,9
Put 5 shorts in my cart.,add,shorts,5
I'd like to get 2 tie.,add,tie,2
Add 2 mirror to the list.,add,mirror,2
Make that 3 apples.,add,apples,3
Wipe out the toaster.,remove,toaster,1
Give me 3 gloves.,add,gloves,3
Pop 9 dress into my shopping bag.,add,dress,9
Can you take out 6 shrimp?,remove,shrimp,6
"Grab me 8 bulb, please.",add,bulb,8
Make that 4 socks.,add,socks,4
I don’t want the noodles anymore.,remove,noodles,1
I want the beanie gone.,remove,beanie,1
Include 8 vinegar with my order.,add,vinegar,8
Cancel 8 napkin.,remove,napkin,8
Forget about the bananas.,remove,bananas,1
Drop the candy completely.,remove,candy,1
Could you toss 4 soap into the cart?,add,soap,4
Make that 3 earring.,add,earring,3
I'd like to get 8 sugar.,add,sugar,8
Include 5 socks with my order.,add,socks,5
Pop 3 spinach into my shopping bag.,add,spinach,3
Put 10 sofa in my cart.,add,sofa,10
Make that 10 plate.,add,plate,10
Please add 6 grapes.,add,grapes,6
I want to buy 3 bottle.,add,bottle,3
Give me 8 soda.,add,soda,8
I don't need 5 milk anymore.,remove,milk,5
Make that 8 curtain.,add,curtain,8
"Grab me 9 broom, please.",add,broom,9
Delete 7 razor from the cart.,remove,razor,7
"I changed my mind about those table, take 6 out.",remove,table,6
"I changed my mind about those match, take 2 out.",remove,match,2
Scratch the pan.,remove,pan,1
Eliminate the soda from my cart.,remove,soda,1
I don't need 7 battery anymore.,remove,battery,7
"I changed my mind about those pot, take 3 out.",remove,pot,3
I'd like to get 9 napkin.,add,napkin,9
Throw in 6 dress for me.,add,dress,6
Throw in 10 heater for me.,add,heater,10
Remove 8 lemon.,remove,lemon,8
Remove 6 suit.,remove,suit,6
Cancel 1 robe.,remove,robe,1
Put 6 knife in my cart.,add,knife,6
Pop 6 bottle into my shopping bag.,add,bottle,6
Forget about the peas.,remove,peas,1
"Grab me 1 sheet, please.",add,sheet,1
Make that 8 flour.,add,flour,8
Remove the bread.,remove,bread,1
Please pull out 2 leggings.,remove,leggings,2
Drop 4 tuna.,remove,tuna,4
Pop 3 corn into my shopping bag.,add,corn,3
"Nix 6 couch, please.",remove,couch,6
Please add 6 coat.,add,coat,6
Remove the tray.,remove,tray,1
"Nix 4 broom, please.",remove,broom,4
Delete 9 soap from the cart.,remove,soap,9
Give me 8 juice.,add,juice,8
I want to buy 9 apples.,add,apples,9
I want to buy 5 rug.,add,rug,5
Delete 2 milk from the cart.,remove,milk,2
Add 7 ring to the list.,add,ring,7
Drop 4 skillet.,remove,skillet,4
"I changed my mind about those fan, take 4 out.",remove,fan,4
"I changed my mind about those pot, take 9 out.",remove,pot,9
Let’s drop 5 jeans.,remove,jeans,5
Take 3 pajamas off my list.,remove,pajamas,3
Cancel 7 pork.,remove,pork,7
"I changed my mind about those garlic, take 3 out.",remove,garlic,3
Put 10 sugar in my cart.,add,sugar,10
I need 7 fork added.,add,fork,7
Delete 3 bucket from the cart.,remove,bucket,3
Add 3 gown to the list.,add,gown,3
I want to buy 3 yogurt.,add,yogurt,3
Include 3 water with my order.,add,water,3
Delete 3 lamp from the cart.,remove,lamp,3
Can you take out 6 hat?,remove,hat,6
Drop the fan completely.,remove,fan,1
Please pull out 7 pan.,remove,pan,7
Pop 4 blender into my shopping bag.,add,blender,4
Get rid of 2 bananas from my order.,remove,bananas,2
Could you toss 5 leggings into the cart?,add,leggings,5
Add 8 spaghetti to the list.,add,spaghetti,8
Pop 5 socks into my shopping bag.,add,socks,5
Please pull out 8 oil.,remove,oil,8
Please pull out 3 apples.,remove,apples,3
Please pull out 9 raincoat.,remove,raincoat,9
Make that 1 beanie.,add,beanie,1
Drop 5 broom.,remove,broom,5
"Grab me 2 pot, please.",add,pot,2
Add 1 jam to the list.,add,jam,1
Throw in 7 belt for me.,add,belt,7
Cancel the pillow.,remove,pillow,1
I want to buy 2 sandals.,add,sandals,2
I need 8 match added.,add,match,8
I want to buy 9 mat.,add,mat,9
Take 6 lotion off my list.,remove,lotion,6
I want the sponge gone.,remove,sponge,1
Please add 1 steak.,add,steak,1
"Grab me 7 gloves, please.",add,gloves,7
Take out the jacket.,remove,jacket,1
Cancel 5 blouse.,remove,blouse,5
Delete 7 jacket from the cart.,remove,jacket,7
Remove 3 spoon from the basket.,remove,spoon,3
Can you take out 1 pitcher?,remove,pitcher,1
Put 1 mattress in my cart.,add,mattress,1
